age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,addiction_level,productivity_score
21.0,3.03,2.72,0.12,8.87,270.0,95.83,Medium,22.04
25.0,8.57,4.5,7.04,4.43,72.0,,Medium,47.14
15.0,11.07,7.3,0.81,5.09,222.0,68.79,High,0.0
20.0,3.69,3.0,1.12,6.22,68.0,100.0,Medium,0.0
29.0,11.68,4.33,5.88,8.97,141.0,100.0,Medium,65.71
29.0,6.53,4.66,6.92,6.44,35.0,100.0,Medium,70.22
33.0,11.46,6.25,4.29,6.75,288.0,89.74,High,26.28
25.0,8.77,3.72,2.31,7.47,255.0,98.63,Medium,23.14
37.0,5.02,2.72,2.81,8.84,140.0,100.0,Medium,52.55
16.0,3.88,1.34,2.74,7.92,158.0,100.0,Low,60.59
28.0,5.04,3.61,2.61,5.12,106.0,100.0,Medium,20.72
16.0,2.93,1.32,1.94,5.51,149.0,100.0,Low,34.21
18.0,3.44,1.67,4.87,4.49,271.0,99.75,Low,56.07
31.0,3.05,1.14,7.2,7.22,294.0,100.0,Low,90.37
17.0,6.23,5.1,2.46,4.9,66.0,93.1,High,19.66
27.0,9.96,5.94,1.49,5.29,98.0,91.84,High,0.86
23.0,3.41,2.19,6.71,8.44,238.0,100.0,Medium,81.58
,3.3,2.12,5.93,5.63,130.0,100.0,Medium,59.41
29.0,8.43,4.61,7.45,6.83,246.0,100.0,Medium,72.12
37.0,3.97,1.65,1.32,5.99,294.0,98.97,Low,21.99
25.0,2.98,2.23,1.15,4.37,275.0,90.57,Medium,1.33
34.0,3.67,1.38,4.33,5.81,58.0,100.0,Low,54.77
16.0,11.24,4.07,4.92,6.04,154.0,100.0,Medium,48.7
29.0,10.21,7.41,3.84,8.48,117.0,94.79,High,13.36
28.0,5.54,2.36,4.79,5.62,53.0,100.0,Medium,69.99
34.0,8.56,4.14,,5.9,87.0,94.98,Medium,0.0
36.0,7.37,4.31,3.84,7.91,210.0,100.0,Medium,32.16
25.0,8.77,5.0,5.26,7.79,218.0,100.0,High,35.71
17.0,8.83,6.4,3.46,,67.0,100.0,High,9.15
31.0,8.29,5.59,5.44,8.77,278.0,100.0,High,37.23
26.0,4.66,3.2,3.61,7.98,232.0,100.0,Medium,38.35
38.0,2.39,1.74,2.67,6.04,181.0,100.0,Low,33.35
35.0,6.56,3.12,2.43,8.11,132.0,100.0,Medium,14.28
29.0,10.91,5.38,3.29,6.54,156.0,98.06,High,5.95
30.0,7.69,4.33,0.18,5.39,31.0,92.97,Medium,0.0
19.0,10.32,5.0,5.35,5.51,257.0,99.19,High,26.32
34.0,11.92,10.62,6.76,5.12,195.0,81.3,High,12.8
20.0,3.64,2.87,2.84,4.72,244.0,,Medium,19.3
,8.92,3.56,0.37,4.92,94.0,91.43,Medium,2.92
39.0,8.74,2.65,7.89,4.32,154.0,100.0,Medium,70.96
19.0,11.8,3.84,2.11,8.44,101.0,100.0,Medium,38.7
17.0,11.86,,1.01,8.66,102.0,96.05,High,0.0
15.0,8.87,3.27,2.96,6.93,161.0,96.57,Medium,34.33
20.0,4.44,2.75,5.91,8.2,228.0,100.0,Medium,86.56
29.0,9.99,8.14,2.35,4.92,234.0,75.84,High,0.0
16.0,3.07,2.28,4.6,8.51,274.0,100.0,Medium,69.61
17.0,9.81,4.21,3.32,6.53,207.0,100.0,Medium,29.88
31.0,11.1,5.99,0.94,4.34,266.0,75.66,High,0.0
39.0,5.83,3.53,2.64,4.71,274.0,90.92,Medium,16.97
38.0,8.31,6.53,5.8,5.54,,91.79,High,31.44
26.0,6.3,5.06,4.9,4.22,186.0,96.07,High,23.13
32.0,6.38,5.4,0.96,5.55,97.0,73.16,High,2.65
29.0,5.1,3.09,1.31,4.3,194.0,98.7,Medium,14.09
26.0,9.62,6.89,5.13,5.18,39.0,100.0,High,29.06
30.0,11.36,4.17,6.51,5.33,115.0,100.0,Medium,68.96
22.0,11.41,7.29,2.8,8.97,199.0,89.14,High,0.44
28.0,3.75,1.68,4.76,5.18,114.0,100.0,Low,51.41
39.0,10.75,6.01,1.37,5.2,90.0,87.45,High,0.0
31.0,9.37,6.38,2.49,7.43,209.0,90.76,High,0.0
35.0,4.53,2.06,0.16,8.3,151.0,100.0,Medium,17.17
22.0,2.67,0.88,6.15,5.94,158.0,100.0,Low,78.06
29.0,4.68,1.43,3.21,8.38,294.0,100.0,Low,49.89
28.0,11.12,3.48,6.53,5.7,121.0,100.0,Medium,51.45
32.0,8.33,2.54,5.67,4.99,48.0,100.0,Medium,67.83
34.0,9.21,3.37,6.63,5.65,37.0,100.0,Medium,57.72
21.0,4.57,2.03,2.29,7.05,263.0,100.0,Medium,49.76
17.0,9.19,3.98,1.48,5.84,194.0,,Medium,14.41
26.0,2.28,2.03,7.78,7.36,108.0,100.0,,83.34
35.0,5.75,2.78,5.74,5.18,39.0,100.0,Medium,59.69
38.0,8.27,3.11,6.67,7.5,37.0,100.0,Medium,64.05
17.0,3.46,2.17,0.11,5.74,57.0,100.0,Medium,23.47
34.0,10.23,8.34,2.84,6.28,108.0,81.78,High,0.0
28.0,4.35,3.07,5.94,6.79,169.0,100.0,Medium,63.39
29.0,8.52,4.07,0.62,7.43,223.0,95.28,Medium,6.31
39.0,6.05,3.85,4.54,5.19,252.0,95.93,Medium,31.27
28.0,7.96,5.8,3.43,8.18,123.0,100.0,High,18.52
21.0,3.07,2.26,0.14,7.61,130.0,100.0,Medium,16.51
31.0,2.17,1.52,1.89,5.17,244.0,100.0,Low,37.81
26.0,11.1,9.13,2.28,8.87,240.0,87.22,High,0.0
34.0,4.7,3.86,0.89,7.32,45.0,99.55,Medium,27.21
18.0,10.2,6.6,5.05,6.26,83.0,99.31,,21.79
23.0,11.99,6.69,1.94,4.79,273.0,78.9,High,0.0
20.0,4.11,2.82,2.22,6.67,268.0,100.0,Medium,44.56
,4.65,3.68,7.19,4.82,243.0,100.0,Medium,64.92
39.0,8.63,2.62,3.74,6.15,150.0,100.0,Medium,46.23
36.0,11.65,10.43,3.14,6.04,49.0,73.16,High,0.0
36.0,11.16,4.57,5.79,7.6,294.0,100.0,Medium,60.51
35.0,7.03,4.09,7.28,4.96,29.0,100.0,Medium,55.64
35.0,9.95,8.19,0.2,8.11,108.0,81.66,High,0.0
16.0,3.36,1.46,3.59,5.63,166.0,100.0,Low,49.97
38.0,11.77,6.9,4.89,6.22,146.0,97.39,High,0.0
22.0,11.64,4.42,2.55,7.86,205.0,100.0,Medium,25.77
25.0,3.64,1.95,6.18,7.13,143.0,100.0,Low,67.66
27.0,4.99,2.03,7.77,5.54,126.0,100.0,Medium,86.51
31.0,3.0,1.55,7.55,5.93,25.0,100.0,Low,100.0
22.0,4.72,2.47,2.13,5.53,70.0,100.0,Medium,17.75
35.0,10.16,9.1,1.81,6.97,155.0,84.25,High,0.0
32.0,5.78,5.18,7.66,5.66,21.0,100.0,High,58.57
32.0,2.88,1.06,3.67,7.63,37.0,100.0,Low,76.67
28.0,5.42,3.99,1.67,6.9,268.0,93.12,Medium,5.74
29.0,11.81,3.91,5.66,4.73,204.0,100.0,Medium,45.02
20.0,8.3,2.64,2.28,5.55,241.0,99.86,Medium,28.51
25.0,6.16,2.24,2.14,5.11,247.0,100.0,Medium,29.22
27.0,3.67,3.23,7.03,5.95,213.0,100.0,Medium,58.13
39.0,11.86,10.25,1.3,6.58,229.0,,,0.0
15.0,10.21,4.25,0.52,6.53,91.0,100.0,Medium,17.13
20.0,,1.91,2.15,7.77,136.0,100.0,Low,40.83
23.0,2.7,1.2,4.86,4.95,283.0,100.0,Low,65.56
22.0,2.57,1.57,0.98,8.73,24.0,100.0,Low,60.75
25.0,3.2,2.05,3.77,5.71,288.0,100.0,Medium,40.53
36.0,7.81,3.38,5.02,5.5,26.0,100.0,Medium,58.19
33.0,11.29,8.51,6.79,7.43,40.0,100.0,High,45.31
38.0,6.97,3.39,1.84,8.03,56.0,100.0,Medium,16.16
23.0,10.43,8.9,6.54,5.89,192.0,87.26,High,21.91
31.0,6.46,4.48,1.88,7.73,81.0,100.0,Medium,
26.0,9.09,5.11,5.41,8.42,225.0,100.0,High,32.79
39.0,9.32,7.21,3.45,7.83,120.0,94.56,High,11.23
28.0,3.74,2.96,0.92,4.17,138.0,92.57,Medium,3.38
29.0,5.61,2.66,5.71,8.14,198.0,100.0,Medium,69.59
30.0,8.37,4.22,1.74,7.87,151.0,100.0,Medium,16.45
36.0,2.71,2.33,1.41,7.35,94.0,100.0,Medium,18.28
36.0,5.62,2.24,2.87,7.8,64.0,100.0,Medium,51.71
34.0,7.35,2.39,5.23,8.9,163.0,100.0,Medium,65.33
15.0,11.96,6.85,1.87,6.16,156.0,79.11,High,0.0
24.0,6.75,5.27,1.47,4.34,227.0,79.87,High,0.0
22.0,10.16,7.75,0.08,6.3,250.0,77.99,High,0.0
32.0,6.32,,3.77,4.23,291.0,84.62,High,21.86
15.0,9.96,6.17,3.43,5.47,114.0,88.08,,9.65
16.0,7.95,2.86,1.87,6.93,280.0,97.76,Medium,29.47
15.0,10.87,7.1,0.43,5.55,146.0,83.38,High,0.0
15.0,6.11,4.69,3.43,7.43,186.0,100.0,Medium,8.91
23.0,8.04,2.86,6.31,8.11,37.0,100.0,Medium,73.09
27.0,8.3,3.35,5.72,6.1,167.0,100.0,Medium,36.75
15.0,6.17,1.9,6.89,8.5,266.0,100.0,,81.22
27.0,3.44,2.26,0.08,4.4,149.0,87.53,Medium,11.76
34.0,2.94,2.45,7.73,8.2,285.0,100.0,Medium,89.16
36.0,2.17,1.52,2.73,8.14,61.0,100.0,Low,68.5
21.0,10.74,9.55,7.92,5.61,222.0,79.19,High,29.89
16.0,4.36,1.47,2.02,5.49,200.0,100.0,Low,40.55
20.0,4.12,3.47,3.77,5.53,200.0,100.0,Medium,29.16
21.0,9.36,7.38,2.83,8.06,163.0,91.73,High,0.0
28.0,5.2,2.54,2.85,8.16,80.0,100.0,Medium,36.42
32.0,7.06,6.24,6.74,,228.0,100.0,High,51.14
29.0,3.63,1.72,5.97,6.96,185.0,100.0,Low,76.98
16.0,11.6,9.67,7.94,4.69,162.0,88.1,High,6.88
24.0,10.52,8.72,4.91,6.34,80.0,87.9,High,15.13
37.0,10.64,8.03,3.71,8.99,282.0,80.08,High,0.0
26.0,6.07,3.87,0.72,4.79,143.0,90.76,Medium,0.51
31.0,9.62,3.58,7.97,8.74,257.0,100.0,Medium,84.46
22.0,3.44,2.13,4.41,8.12,49.0,100.0,Medium,73.08
25.0,2.09,1.07,5.6,8.86,274.0,100.0,Low,80.88
17.0,2.2,1.71,3.25,4.9,109.0,100.0,Low,47.3
20.0,7.87,5.94,4.38,5.07,158.0,94.96,High,1.58
23.0,6.55,5.54,7.54,4.08,226.0,97.79,High,
20.0,7.18,2.22,1.33,7.62,112.0,100.0,Medium,25.84
23.0,2.07,1.63,2.34,7.22,153.0,100.0,Low,45.61
21.0,6.23,5.38,1.22,4.89,223.0,92.99,High,0.0
23.0,9.18,7.1,6.34,7.96,129.0,100.0,High,33.59
32.0,6.43,2.43,0.5,5.5,57.0,100.0,Medium,10.3
26.0,9.32,3.25,0.65,4.67,41.0,100.0,Medium,15.0
22.0,4.33,1.35,2.39,6.11,244.0,100.0,Low,30.29
22.0,10.13,6.86,4.11,4.45,187.0,87.17,High,4.86
32.0,7.88,5.34,3.25,5.32,154.0,92.81,,5.03
34.0,4.11,3.67,0.36,5.86,129.0,91.76,Medium,0.0
29.0,4.37,2.35,7.66,8.26,243.0,100.0,Medium,92.56
21.0,8.28,4.13,7.62,7.96,187.0,100.0,Medium,100.0
25.0,10.3,6.95,2.23,6.21,126.0,100.0,High,0.0
34.0,6.16,4.9,5.85,7.62,43.0,100.0,Medium,65.7
30.0,4.58,3.95,4.63,6.84,,100.0,Medium,18.29
18.0,10.67,8.34,1.9,5.7,190.0,67.07,High,0.0
20.0,8.69,4.83,2.1,7.63,88.0,99.97,Medium,3.94
36.0,6.48,4.41,3.93,7.42,241.0,100.0,Medium,38.22
17.0,6.88,5.6,3.35,7.1,172.0,96.4,High,13.52
23.0,4.04,2.4,2.33,7.09,220.0,100.0,Medium,27.07
24.0,8.27,3.56,6.46,7.41,238.0,100.0,Medium,54.7
28.0,5.59,2.25,3.85,5.92,123.0,100.0,Medium,24.92
25.0,11.96,3.59,5.24,8.35,249.0,100.0,Medium,55.02
32.0,6.8,4.97,1.51,4.81,73.0,100.0,Medium,0.0
36.0,6.86,2.52,4.27,8.42,208.0,100.0,Medium,54.23
26.0,7.66,3.42,2.54,5.71,241.0,100.0,Medium,15.94
37.0,11.17,5.35,4.21,4.63,94.0,92.32,High,11.23
26.0,10.01,6.37,6.25,7.0,191.0,100.0,High,42.0
27.0,6.51,3.51,6.15,5.88,61.0,100.0,Medium,58.81
39.0,9.19,6.48,2.83,8.08,176.0,89.85,High,19.84
27.0,7.86,2.62,5.55,6.15,100.0,100.0,Medium,86.08
33.0,6.92,2.59,7.53,7.34,227.0,100.0,Medium,86.75
33.0,3.92,2.35,5.01,5.54,105.0,100.0,Medium,66.92
37.0,6.64,3.33,1.19,5.05,251.0,91.44,Medium,4.23
28.0,4.46,2.13,5.44,5.94,196.0,100.0,Medium,65.83
18.0,11.15,3.79,0.84,7.03,126.0,100.0,Medium,6.19
27.0,5.35,4.48,6.98,7.28,158.0,100.0,Medium,64.59
22.0,11.52,8.24,4.13,6.89,121.0,87.88,High,0.0
37.0,7.33,2.73,3.08,8.94,49.0,100.0,Medium,66.37
35.0,8.32,2.82,0.46,7.46,213.0,90.99,Medium,22.63
37.0,7.43,6.57,3.05,8.66,263.0,89.64,High,15.9
33.0,3.29,2.33,7.23,4.59,204.0,100.0,Medium,60.24
26.0,5.76,3.17,0.17,4.31,266.0,82.63,Medium,0.0
32.0,2.99,2.16,3.8,5.55,137.0,100.0,Medium,54.03
20.0,8.23,6.2,7.45,4.68,92.0,100.0,High,70.0
32.0,6.47,4.97,3.16,6.63,88.0,98.18,Medium,23.12
33.0,9.78,5.74,3.43,6.59,261.0,82.05,High,25.75
36.0,4.2,2.34,4.63,6.88,171.0,100.0,Medium,
19.0,3.65,1.12,3.7,7.73,113.0,100.0,Low,76.06
38.0,6.06,5.19,1.35,8.86,290.0,83.81,High,0.0
23.0,11.27,7.46,0.15,8.39,248.0,80.62,High,0.0
17.0,9.1,3.84,4.88,4.59,49.0,100.0,Medium,42.69
24.0,6.19,5.27,7.37,5.69,132.0,100.0,High,43.86
33.0,7.17,6.09,0.85,5.28,167.0,93.59,High,0.0
17.0,2.84,2.54,1.69,4.88,76.0,100.0,Medium,19.09
36.0,11.85,9.77,2.96,6.72,196.0,72.39,High,0.0
29.0,8.66,7.78,6.47,6.77,75.0,100.0,High,16.14
15.0,4.85,2.17,2.15,5.14,284.0,100.0,Medium,24.65
21.0,7.86,6.33,7.06,7.56,256.0,100.0,High,38.61
26.0,3.09,2.45,0.44,7.66,297.0,98.97,Medium,9.62
,11.66,5.11,7.53,4.1,96.0,100.0,High,58.35
35.0,3.75,1.35,4.49,5.98,143.0,100.0,Low,58.89
38.0,8.48,7.53,5.27,,47.0,97.47,High,29.07
34.0,4.45,2.13,2.94,6.6,161.0,100.0,Medium,25.36
19.0,9.18,7.55,6.26,5.74,177.0,100.0,High,40.59
18.0,9.77,2.96,1.33,5.27,186.0,100.0,Medium,18.44
26.0,8.73,2.73,0.39,5.22,204.0,92.72,Medium,0.0
34.0,8.14,4.72,3.16,4.5,31.0,95.53,Medium,6.38
38.0,10.92,4.84,6.83,8.09,188.0,100.0,Medium,58.77
32.0,2.79,1.99,6.04,4.43,125.0,100.0,Low,53.09
31.0,5.31,3.39,4.14,5.46,273.0,97.55,Medium,30.42
33.0,4.48,1.55,4.58,4.23,117.0,100.0,Low,62.2
23.0,11.88,4.72,1.04,7.91,138.0,94.69,Medium,18.17
18.0,5.89,3.14,6.73,4.2,245.0,,Medium,65.91
35.0,9.33,3.84,6.3,5.54,171.0,100.0,Medium,41.87
16.0,8.85,6.86,5.25,6.87,222.0,95.22,High,14.95
18.0,4.12,2.26,3.73,6.05,182.0,100.0,Medium,53.63
16.0,4.39,1.56,7.72,5.41,141.0,100.0,Low,92.05
29.0,4.81,2.84,7.03,5.38,35.0,100.0,Medium,69.08
16.0,6.11,2.17,5.16,7.99,125.0,100.0,Medium,77.56
18.0,,1.64,2.97,8.87,281.0,100.0,Low,57.55
20.0,2.2,0.98,4.94,5.74,39.0,100.0,Low,53.76
21.0,10.79,8.8,4.6,4.2,263.0,67.84,High,0.0
24.0,11.66,9.97,3.15,4.18,263.0,61.22,High,0.0
33.0,5.42,4.31,2.45,7.8,231.0,96.75,Medium,0.5
33.0,5.39,2.7,3.26,6.76,243.0,100.0,Medium,48.47
36.0,2.07,0.96,4.59,7.92,281.0,100.0,Low,74.5
26.0,8.8,5.54,3.43,7.49,239.0,98.26,High,16.58
17.0,10.25,7.51,2.11,8.54,27.0,100.0,High,0.0
27.0,3.47,3.11,6.09,8.43,33.0,100.0,Medium,
32.0,3.6,1.36,4.25,7.94,149.0,100.0,Low,36.58
22.0,9.9,3.26,,6.38,41.0,96.4,Medium,23.93
35.0,8.16,5.85,2.95,5.54,244.0,79.67,High,5.02
29.0,2.45,1.96,7.08,6.54,254.0,100.0,Low,78.4
15.0,8.23,6.65,6.04,6.51,218.0,100.0,High,51.56
17.0,5.09,3.6,2.59,7.05,153.0,100.0,Medium,18.28
22.0,5.69,4.96,7.51,4.93,197.0,100.0,Medium,52.14
,9.7,5.88,0.61,7.28,63.0,87.94,High,0.0
30.0,10.11,8.58,7.69,6.28,27.0,100.0,High,59.66
37.0,6.0,5.28,1.97,7.1,299.0,91.93,High,1.1
24.0,11.47,9.27,0.07,5.2,46.0,65.5,High,0.0
26.0,6.06,2.94,3.47,6.17,70.0,100.0,Medium,56.14
28.0,9.72,4.06,2.87,5.05,88.0,95.58,Medium,29.67
28.0,6.84,4.3,4.31,8.38,63.0,100.0,Medium,32.46
16.0,10.98,6.28,6.37,6.44,194.0,100.0,High,36.69
37.0,11.08,9.16,6.74,5.12,138.0,94.02,High,14.88
19.0,2.87,,3.21,4.21,288.0,100.0,Low,37.87
19.0,11.36,5.16,3.44,7.38,200.0,100.0,High,27.17
20.0,10.26,7.71,1.19,5.07,72.0,69.37,High,0.0
27.0,9.91,3.54,0.38,8.95,210.0,85.83,Medium,29.21
23.0,4.01,1.97,5.13,6.67,213.0,100.0,Low,66.96
36.0,10.05,5.35,0.52,5.44,59.0,93.76,High,0.0
29.0,10.5,7.07,5.87,7.29,97.0,100.0,High,49.41
28.0,4.89,1.93,4.31,5.38,208.0,100.0,Low,51.09
,11.52,9.4,1.59,8.1,114.0,78.19,High,0.0
21.0,2.5,1.42,4.32,5.54,44.0,100.0,Low,54.59
39.0,3.5,2.98,1.46,8.94,122.0,100.0,Medium,29.55
34.0,7.38,4.29,3.51,7.03,178.0,100.0,Medium,28.98
16.0,7.76,3.61,6.4,8.22,227.0,100.0,Medium,50.29
21.0,8.45,3.25,3.7,4.36,113.0,100.0,Medium,23.2
20.0,2.17,,1.19,5.74,58.0,100.0,Low,22.65
31.0,11.6,7.18,5.79,7.69,183.0,98.73,High,13.13
39.0,2.45,0.89,1.49,7.28,74.0,100.0,Low,43.53
39.0,3.43,1.84,5.91,4.97,91.0,100.0,Low,70.93
16.0,2.14,1.4,3.83,5.78,61.0,100.0,Low,45.56
17.0,7.67,3.57,3.63,5.32,151.0,100.0,Medium,27.01
,11.32,4.59,6.81,7.07,,100.0,Medium,71.19
19.0,8.66,6.62,5.67,5.72,20.0,100.0,High,28.72
15.0,10.23,8.88,0.26,5.55,185.0,66.41,High,0.0
22.0,2.13,0.77,2.37,5.04,79.0,100.0,Low,37.92
26.0,,2.92,6.97,6.05,95.0,100.0,Medium,79.76
,6.6,5.78,0.15,4.98,110.0,81.0,High,0.0
18.0,6.99,2.26,4.36,8.81,226.0,100.0,Medium,59.54
27.0,2.72,2.41,5.82,4.77,107.0,100.0,Medium,54.81
37.0,8.84,2.68,4.97,8.57,101.0,100.0,Medium,59.7
29.0,7.03,5.79,6.08,6.14,36.0,100.0,High,50.07
25.0,9.65,4.67,5.81,5.89,229.0,100.0,Medium,48.98
24.0,6.85,5.91,5.54,5.16,72.0,100.0,High,31.7
17.0,,1.71,6.57,7.18,147.0,100.0,Low,92.89
36.0,8.48,5.87,5.17,7.43,165.0,100.0,High,37.05
28.0,3.72,1.29,3.22,6.34,267.0,100.0,Low,48.82
30.0,10.72,4.77,3.78,4.28,20.0,100.0,Medium,14.74
24.0,8.13,6.21,5.73,8.59,60.0,100.0,High,60.76
24.0,3.57,2.2,7.01,8.9,92.0,100.0,Medium,95.86
26.0,11.62,9.96,2.18,6.16,179.0,76.39,High,0.0
23.0,7.18,4.0,2.74,7.07,231.0,100.0,Medium,24.49
15.0,2.73,2.24,7.45,6.25,158.0,100.0,Medium,83.93
19.0,,4.71,4.63,5.61,62.0,100.0,Medium,37.42
34.0,4.53,4.02,1.43,4.39,198.0,87.5,Medium,0.0
22.0,10.04,8.79,5.31,6.28,208.0,90.31,High,12.18
25.0,10.18,5.06,7.93,8.09,265.0,100.0,High,64.2
26.0,11.79,9.8,6.59,4.09,173.0,77.09,High,0.45
15.0,7.02,5.68,5.97,6.91,123.0,100.0,High,38.56
39.0,6.55,2.79,1.66,8.4,30.0,100.0,Medium,43.69
36.0,9.53,6.43,7.01,5.09,44.0,100.0,High,34.87
34.0,3.32,1.14,4.21,4.92,44.0,100.0,Low,53.31
39.0,7.47,5.99,7.11,7.86,103.0,100.0,High,52.9
25.0,7.46,3.02,2.64,5.28,125.0,96.16,Medium,17.47
19.0,2.89,0.99,0.5,4.96,,100.0,Low,6.78
29.0,6.18,3.34,3.81,5.89,138.0,100.0,Medium,24.26
19.0,10.53,6.8,2.16,5.96,127.0,93.75,High,0.0
,10.56,8.58,5.72,8.37,199.0,92.68,High,26.37
,2.99,2.64,7.66,7.09,150.0,100.0,Medium,77.32
31.0,2.91,1.64,5.53,6.03,110.0,100.0,Low,70.29
31.0,4.63,1.56,7.1,6.67,260.0,100.0,Low,89.37
38.0,10.75,8.06,3.62,8.77,266.0,78.64,High,6.21
26.0,3.29,,6.17,4.57,187.0,100.0,Medium,50.23
38.0,9.2,5.23,6.74,5.04,242.0,95.29,High,25.91
29.0,3.01,1.46,5.69,8.81,297.0,100.0,Low,88.45
29.0,8.23,4.95,4.06,8.79,209.0,100.0,Medium,54.11
20.0,5.56,2.8,5.01,4.89,38.0,100.0,Medium,65.11
26.0,,7.46,5.6,4.73,33.0,100.0,High,21.99
34.0,4.34,2.72,2.02,6.11,262.0,100.0,Medium,24.23
,8.39,6.93,6.48,4.25,128.0,100.0,High,24.59
28.0,4.36,2.73,7.6,7.27,209.0,100.0,Medium,81.88
16.0,9.14,4.05,,4.39,237.0,95.55,Medium,12.36
23.0,10.74,8.71,5.61,4.29,255.0,86.85,High,0.0
19.0,3.27,2.07,5.9,6.43,187.0,100.0,Medium,50.26
34.0,10.67,4.53,5.3,8.79,287.0,100.0,Medium,59.1
15.0,7.94,5.35,4.38,6.13,212.0,97.58,High,30.8
37.0,3.27,1.68,7.05,5.78,261.0,100.0,Low,74.34
17.0,6.28,5.07,3.59,8.99,181.0,100.0,High,47.42
20.0,3.61,2.06,0.49,6.66,298.0,97.72,Medium,35.12
19.0,9.0,6.62,6.76,5.88,154.0,100.0,High,24.53
35.0,9.59,3.43,5.39,5.93,212.0,100.0,Medium,55.42
19.0,3.06,1.65,6.79,4.97,108.0,100.0,Low,76.1
15.0,7.06,6.28,1.11,6.56,61.0,84.47,High,7.93
31.0,10.15,7.97,0.25,6.19,112.0,67.8,High,0.0
33.0,11.36,4.5,7.47,5.35,234.0,100.0,Medium,69.05
28.0,7.14,3.33,1.18,4.8,20.0,100.0,Medium,15.45
26.0,11.5,5.73,6.48,5.56,183.0,99.26,High,52.8
24.0,7.36,5.08,6.59,6.54,125.0,100.0,High,46.97
34.0,5.94,4.48,5.67,4.29,251.0,100.0,Medium,30.92
35.0,10.48,7.86,1.05,4.77,65.0,74.34,High,0.0
32.0,6.93,4.2,5.34,8.74,224.0,100.0,Medium,68.09
38.0,6.72,5.29,7.11,6.71,40.0,100.0,High,63.35
25.0,6.9,3.88,3.4,4.32,196.0,96.36,Medium,0.0
16.0,10.47,3.92,3.31,7.47,186.0,100.0,Medium,45.37
39.0,10.32,6.59,3.54,4.31,284.0,84.11,High,8.67
32.0,6.04,5.26,0.66,7.69,295.0,84.25,High,0.0
39.0,5.33,4.13,7.14,7.75,27.0,100.0,Medium,84.81
21.0,6.92,4.48,6.95,7.26,289.0,100.0,Medium,66.21
38.0,7.73,5.32,7.98,7.66,231.0,100.0,High,59.7
29.0,4.38,3.76,4.68,4.44,182.0,92.65,Medium,42.34
25.0,9.94,5.54,6.01,7.63,64.0,100.0,High,51.58
32.0,6.86,3.42,1.62,4.68,252.0,98.19,Medium,0.0
37.0,5.34,4.73,5.34,5.7,72.0,100.0,Medium,50.88
26.0,3.07,2.51,5.2,8.71,,,Medium,89.06
20.0,4.39,2.17,7.21,6.51,190.0,100.0,Medium,58.56
34.0,11.49,6.64,6.65,8.84,25.0,100.0,High,59.89
37.0,5.05,2.77,7.51,4.44,63.0,100.0,Medium,75.91
27.0,3.69,1.44,6.95,6.39,110.0,100.0,Low,
34.0,,5.78,6.95,4.31,215.0,97.12,High,48.62
30.0,5.07,2.75,0.51,7.15,23.0,100.0,Medium,7.24
32.0,2.35,1.94,6.77,4.39,140.0,100.0,Low,70.77
24.0,5.23,2.16,4.86,4.88,82.0,100.0,Medium,45.77
37.0,7.44,4.68,3.04,5.29,111.0,100.0,Medium,5.82
22.0,7.52,2.36,0.45,7.74,266.0,100.0,Medium,20.05
32.0,5.57,4.23,5.42,4.82,,100.0,Medium,
35.0,6.47,4.2,,8.23,250.0,92.61,Medium,39.15
15.0,11.66,7.87,3.74,4.66,207.0,76.75,High,0.0
37.0,5.77,1.91,,4.18,187.0,100.0,Low,63.11
22.0,4.58,1.95,7.29,5.98,283.0,100.0,Low,86.69
20.0,4.43,1.53,6.6,8.9,124.0,100.0,Low,100.0
19.0,6.58,3.11,3.6,4.55,243.0,100.0,Medium,23.67
29.0,9.6,6.49,3.1,4.51,134.0,96.23,High,0.0
36.0,4.06,2.6,1.92,7.76,254.0,99.3,Medium,20.7
29.0,9.09,6.07,2.98,5.56,291.0,,High,1.71
16.0,2.21,1.39,0.89,7.59,293.0,100.0,Low,18.95
15.0,6.19,2.87,7.77,5.0,249.0,100.0,Medium,83.63
37.0,9.76,4.36,4.59,6.3,236.0,99.99,Medium,26.28
37.0,5.39,2.06,1.02,5.33,53.0,100.0,Medium,14.42
25.0,7.64,6.18,2.82,6.26,216.0,92.03,High,9.03
24.0,4.05,2.71,4.38,7.85,233.0,100.0,Medium,59.43
32.0,9.42,3.88,4.26,7.81,65.0,100.0,Medium,37.21
32.0,2.52,1.02,0.28,6.58,259.0,100.0,Low,13.77
31.0,10.53,8.67,7.61,8.64,273.0,96.02,High,38.67
22.0,3.98,2.97,2.2,5.32,247.0,89.89,Medium,15.75
29.0,10.74,7.47,0.13,5.2,240.0,63.5,High,0.0
22.0,5.53,3.01,0.61,7.07,185.0,96.32,Medium,19.37
31.0,9.23,4.22,4.64,7.11,,100.0,Medium,44.02
26.0,5.19,4.61,1.1,4.23,244.0,84.21,Medium,0.0
22.0,11.06,8.61,0.33,7.04,105.0,74.88,High,0.0
39.0,3.27,1.57,3.04,5.87,100.0,100.0,Low,59.2
28.0,3.79,3.06,4.98,7.74,234.0,100.0,Medium,61.12
18.0,6.93,5.23,0.89,8.04,183.0,89.18,High,0.0
15.0,2.82,1.35,,6.76,259.0,100.0,Low,52.62
